OBJECTID,GID,GUID,DT_CREATED,DT_VERIFIE,DT_START,DT_END,IS_COMPLET,IS_CURRENT,SRC_DETAIL,IS_VERIFIE,DT_MODIFIE,NOTES,PWSID,NAME,ACTIVITY_S,ACTIVITY_D,OWNER_TYPE,D_PRIN_CNT,D_POPULATI,D_PWS_FED_,D_LAST_INV,D_LAST_UPD,SOURCE_TAB,COUNTY_FIP,STATE,ADDRESS_CI,ADDR_LINE_,ADDR_LINE0,ADDRESS_ZI,SVC_CONNEC,DISTRICT_L,BOUNDARY_TYPE,REG_AGENCY,VERIFIED_STATUS,VERIFIED_NAME,VERIFIED_TYPE,DT_VERIFIED,EDITDATE,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,Shape__Area,Shape__Length,SHAPE
7975,15506,e15dfbbb-81ff-4327-8c01-106738a4091f,2012/02/24 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,Created from user-digitized polygon.,0,1970/01/01 00:00:00+00,,CA3110041,MIDWAY HEIGHTS C. W. D.,A,1983/01/25 08:00:00+00,L,PLACER,1080,C,2019/05/23 08:00:00+00,2015/01/09 08:00:00+00,2019/06/20 08:00:00+00,61,CA,MEADOW VISTA,,P.O. BOX 596,95722,435,65,,DISTRICT 02 - LASSEN,Verified,K. Connaughton,District / LPA staff member,2019/09/02 08:00:00+00,2020/01/03 03:26:17+00,,1970/01/01 00:00:00+00,WBGIS,2020/05/13 21:47:07+00,0.00131905558431598,0.180138093961998,
7976,13114,a7f8b6a5-f8cc-4e84-917e-b20999410ede,2012/08/22 08:00:00+00,1970/01/01 00:00:00+00,2012/08/22 08:00:00+00,1970/01/01 00:00:00+00,1,1,"Batch import from Fr_AllPolygons.shp; Source: Carolina Balazs, PhD (2012)",0,2018/01/19 08:00:00+00, ,CA1000378,SUNSET WEST COMMUNITY LLC,A,1986/03/28 08:00:00+00,P,FRESNO,350,C,2019/05/24 08:00:00+00,2015/01/09 08:00:00+00,2019/06/20 08:00:00+00,19,CA, ,, ,,159,63,,DISTRICT 23 - FRESNO,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:59+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,7.46752474869e-06,0.01178645595695,
7977,14122,a5d1bb52-9b51-4d07-bdf5-e843af0d2bd0,2015/07/21 08:00:00+00,1970/01/01 00:00:00+00,2015/07/21 08:00:00+00,1970/01/01 00:00:00+00,1,1,Created from user-digitized polygon.,0,2017/12/12 08:00:00+00, ,CA3610016,GLEN MARTIN MWC,A,1979/03/22 08:00:00+00,P,SAN BERNARDINO,450,C,2018/06/25 08:00:00+00,2018/04/25 08:00:00+00,2019/06/20 08:00:00+00,71,CA,ANGELUS OAKS,PO Box 329,6057 Lake Dr,92305,338,76,,DISTRICT 13 - SAN BERNARDINO,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:59+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,0.0001242575700483,0.0461647696218784,
7978,13856,9067fa98-1997-4e45-9ab6-b2a28419b683,2015/07/08 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,Created from user-digitized polygon.,0,1970/01/01 00:00:00+00,,CA4900603,RIEBLI MUTUAL WATER COMPANY,A,1979/03/22 08:00:00+00,P,SONOMA,150,C,2017/11/16 08:00:00+00,2017/03/30 08:00:00+00,2019/06/20 08:00:00+00,97,CA,FULTON,,P.O. Box 323,95439,47,81,,DISTRICT 18 - SONOMA,Verified,J. Oakley,District / LPA staff member,2019/09/02 08:00:00+00,2020/01/03 03:27:21+00,,1970/01/01 00:00:00+00,WBGIS,2020/05/13 21:47:07+00,2.398871004217e-05,0.0261380277292069,
7979,16327,c697227e-67fb-427c-90c9-15073f2821c5,2016/08/23 08:00:00+00,1970/01/01 00:00:00+00,2016/08/23 08:00:00+00,1970/01/01 00:00:00+00,1,1,,0,2018/06/12 08:00:00+00, ,CA1600007,COUTURE FARMS,A,2016/08/08 08:00:00+00,P,KINGS,17,NP,2017/07/12 08:00:00+00,2017/07/12 08:00:00+00,2019/06/20 08:00:00+00,31,CA,KETTLEMAN CITY,,P.O. BOX 569,93239,14,17337,,LPA46 - KINGS COUNTY,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:59+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,7.5948392364165e-05,0.0349302864807087,
7980,15146,5bb13d52-7c78-4136-9cf5-b115ee69f6d9,2013/09/25 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,Created from user-digitized polygon. Drawn by ICE/KT,0,1970/01/01 00:00:00+00,,CA2810004,"ST. HELENA, CITY OF",A,1976/01/01 08:00:00+00,L,NAPA,6196,C,2019/04/03 08:00:00+00,2018/07/03 08:00:00+00,2019/06/20 08:00:00+00,55,CA,ST. HELENA,,1480 Main Street,94574,2580,66,,DISTRICT 03 - MENDOCINO,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:59+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,0.00135267664794888,0.235350268281101,
7981,13926,52938c5b-e11c-443d-8c21-f545730a9af9,2015/06/29 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,Shapefile available from Trinity County Water Resources at http://www.trinitycounty.org/index.aspx?page=293,0,1970/01/01 00:00:00+00,,CA5301017,RUSH CREEK MUTUAL WATER SYSTEM,A,1976/01/01 08:00:00+00,P,TRINITY,83,C,2019/05/23 08:00:00+00,2019/05/23 08:00:00+00,2019/06/20 08:00:00+00,105,CA,WEAVERVILLE,,P.O. BOX 1848,96093,37,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:59+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,2.764524957e-05,0.0321230105553248,
7982,12828,025153f2-2fb3-407b-a179-59da9d6a7cf1,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,ICE downloaded from CaSIL Private Water Districts (2009) and linked to PICME pwsid,0,1970/01/01 00:00:00+00,,CA3510001,"HOLLISTER, CITY OF",A,1976/01/01 08:00:00+00,L,SAN BENITO,19281,C,2019/04/18 08:00:00+00,2017/09/08 08:00:00+00,2019/06/20 08:00:00+00,69,CA,HOLLISTER,,375 Fifth St.,95023,6996,68,,DISTRICT 05 - MONTEREY,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:59+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,0.0017814761103775,0.266084000036826,
7983,13135,7730ee4c-c160-4491-9776-2b6548973463,2015/05/22 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,Shapefile obtained from San Joaquin County GIS Map Server (http://www.sjmap.org/GISDataDownload.htm),0,1970/01/01 00:00:00+00,,CA3900517,ALMOND PARK WATER SYSTEM,A,2016/08/08 08:00:00+00,L,SAN JOAQUIN,60,C,2016/08/11 08:00:00+00,2016/08/11 08:00:00+00,2019/06/20 08:00:00+00,77,CA,STOCKTON,,1702  E SCOTTS,95201,20,17332,,LPA69 - SAN JOAQUIN COUNTY,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:59+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,3.69389951e-06,0.00805095484808593,
7984,14400,4c13ab1d-5725-48d9-81bb-10469f41e264,2013/07/09 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded BELLFLOWER_MUNICIPAL_WATER_SYSTEM_CA1910018.shp,0,1970/01/01 00:00:00+00,,CA1910018,BELLFLOWER MUNICIPAL WATER SYSTEM,A,1976/01/01 08:00:00+00,L,LOS ANGELES,5967,C,2019/01/31 08:00:00+00,2017/05/31 08:00:00+00,2019/06/20 08:00:00+00,37,CA,BELLFLOWER,,16600 Civic Center Drive,90706,1826,79,,DISTRICT 16 - CENTRAL,Pending,D. Leslie,District / LPA staff member,1970/01/01 00:00:00+00,2019/12/21 08:05:59+00,,1970/01/01 00:00:00+00,WBGIS,2020/05/13 21:36:40+00,0.000153163356233632,0.158326158460132,
7985,15313,6c11180b-65a3-4315-86dd-81ada2f57918,2011/09/29 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded GoldenBearRVPark_800627.kml_drawn_GE_ICE/MF,0,1970/01/01 00:00:00+00,,CA0800627,GOLDEN BEAR RV PARK,A,1976/01/01 08:00:00+00,P,DEL NORTE,153,NC,2016/03/24 08:00:00+00,2015/01/09 08:00:00+00,2019/06/20 08:00:00+00,15,CA,SAN JOSE,,236 EAST JULIAN ST.,95112,78,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:59+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,2.0430497499995e-06,0.00633149307533835,
7986,14127,83cc17d2-0d67-49b4-9a9b-ac910249128e,2015/08/05 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,Created from user-digitized polygon.,0,1970/01/01 00:00:00+00,,CA4901368,PURPLE WINE + SPIRITS,A,2010/06/21 08:00:00+00,P,SONOMA,125,NTNC,2019/06/14 08:00:00+00,2019/02/08 08:00:00+00,2019/06/20 08:00:00+00,97,CA,GRATON,,P.O. Box 390,95444,1,81,,DISTRICT 18 - SONOMA,Verified,J. Oakley,District / LPA staff member,2019/09/02 08:00:00+00,2020/01/03 03:27:21+00,,1970/01/01 00:00:00+00,WBGIS,2020/05/13 21:47:07+00,4.807154116835e-06,0.00988467460551774,
7987,16190,068a603a-b145-4fda-9497-6c50ce8b583a,2016/10/20 08:00:00+00,1970/01/01 00:00:00+00,2016/10/20 08:00:00+00,1970/01/01 00:00:00+00,1,1,,0,1970/01/01 00:00:00+00,,CA3110033,CASTLE CITY MHP,A,1979/03/22 08:00:00+00,P,PLACER,280,C,2019/06/04 08:00:00+00,2015/01/09 08:00:00+00,2019/06/20 08:00:00+00,61,CA,SAN JUAN CAPISTRANO,,"31920 Del Obispo St., Suite 260",92675,201,65,,DISTRICT 02 - LASSEN,Verified,K. Connaughton,District / LPA staff member,2019/09/02 08:00:00+00,2020/01/03 03:26:17+00,,1970/01/01 00:00:00+00,WBGIS,2020/05/13 21:47:07+00,2.2309745374005e-05,0.020296934073839,
7988,12251,e4ab0893-9f83-49f3-bf0a-8f444dec0927,2012/08/22 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,"Batch import from Tu_AllPolygons.shp; Source: Carolina Balazs, PhD (2012)",0,2018/05/25 08:00:00+00, ,CA5410010,"PORTERVILLE, CITY OF",A,1976/01/01 08:00:00+00,L,TULARE,65702,C,2019/05/06 08:00:00+00,2018/07/10 08:00:00+00,2019/06/20 08:00:00+00,107,CA,PORTERVILLE,,555 N. PROSPECT STREET,93257,16492,57596,,DISTRICT 24 - TULARE,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:59+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,0.00368738156249145,1.45093000163695,
7989,16334,005f59fc-85de-401d-9277-ec60956a1dc4,2016/10/20 08:00:00+00,1970/01/01 00:00:00+00,2016/10/20 08:00:00+00,1970/01/01 00:00:00+00,1,1,,0,1970/01/01 00:00:00+00,,CA0400003,HARTLEY MUTUAL WATER SYSTEM,A,2016/07/28 08:00:00+00,L,BUTTE,31,C,2016/08/11 08:00:00+00,2016/08/11 08:00:00+00,2019/06/20 08:00:00+00,7,CA,FOREST RANCH,,PO BOX 2,95942,16,17316,,LPA34 - BUTTE COUNTY,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:59+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,5.7359504710145e-06,0.0120035752873174,
7990,14886,93891f24-e470-48db-b803-3c6fdd12eafe,2012/10/31 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,Created from user-digitized polygon.,0,1970/01/01 00:00:00+00,,CA1400026,RAWSON CREEK MUTUAL WATER COMPANY,A,2015/04/30 08:00:00+00,P,INYO,90,C,2018/12/04 08:00:00+00,2015/05/19 08:00:00+00,2019/06/20 08:00:00+00,27,CA,BISHOP,,152 Foothill Dr.,93514,40,17341,,LPA44 - INYO COUNTY,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:59+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,3.751037594195e-06,0.00780784939635018,
7991,16396,dfcc11cf-2e1e-466f-b102-b30ec9b9b813,2017/01/21 08:00:00+00,1970/01/01 00:00:00+00,2017/01/21 08:00:00+00,1970/01/01 00:00:00+00,1,1,,0,2017/01/21 08:00:00+00,,CA3301115,CHIRIACO SUMMIT WATER DIST.,A,2016/07/27 08:00:00+00,P,RIVERSIDE,527,C,2019/05/08 08:00:00+00,2019/05/08 08:00:00+00,2019/06/20 08:00:00+00,65,CA,CHIRIACO SUMMIT,,1 Chiriaco Rd,92201,33,17346,,LPA63 - RIVERSIDE COUNTY,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:59+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,0.000187436786293495,0.0634726034298911,
7992,13858,646cf4ae-429b-4c5b-93ec-8a34b58d7eac,2012/08/22 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,"Batch import from Tu_AllPolygons.shp; Source: Carolina Balazs, PhD (2012)",0,2018/05/25 08:00:00+00, ,CA5400935,CWS - MULLEN WATER COMPANY,A,1979/03/22 08:00:00+00,P,TULARE,138,C,2018/07/31 08:00:00+00,2017/07/05 08:00:00+00,2019/06/20 08:00:00+00,107,CA,SAN JOSE,,1720 North First Street,95112-4508,42,75,,DISTRICT 12 - VISALIA,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:59+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,1.4287098691e-05,0.0158194952220473,
7993,16457,86ec974f-143d-4542-8069-1bc0efeb9bfa,2017/03/06 08:00:00+00,1970/01/01 00:00:00+00,2017/03/06 08:00:00+00,1970/01/01 00:00:00+00,1,1,,0,1970/01/01 00:00:00+00,,CA3610117,DEVORE WC,A,1976/01/01 08:00:00+00,P,SAN BERNARDINO,1630,C,2019/04/05 08:00:00+00,2019/04/05 08:00:00+00,2019/06/20 08:00:00+00,71,CA,DEVORE,,"18185 Kenwood Ave,",92407,494,76,,DISTRICT 13 - SAN BERNARDINO,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:59+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,0.000403391407530135,0.0932459396203619,
7994,15489,d82b9282-b5b3-4c75-bd99-98b557749c45,2012/01/10 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded LosAngelesCityOfPowerPlant2_1900542.kml_drawn_GE_ICE/MF_best_guess,0,2019/01/02 08:00:00+00,Verified by DDW Staff,CA1900542,"LOS ANGELES, CITY OF - POWER PLANT #2",A,1992/12/21 08:00:00+00,L,LOS ANGELES,41,C,2019/04/30 08:00:00+00,2018/07/10 08:00:00+00,2019/06/20 08:00:00+00,37,CA,LOS ANGELES,ROOM 1213,111 NORTH HOPE ST,90051,14,78,,DISTRICT 15 - METROPOLITAN,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:59+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,3.7226750294998e-05,0.0266405800624428,
7995,15151,0307dadc-93b4-4b9b-a3a3-2f1486b7f01c,2011/09/04 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,Batch import from http://www.ehib.org/tools/_69/_123/monterey/LPA_Service_Area_Monterey_County.shp.,0,1970/01/01 00:00:00+00,,CA2701951,HELLER ESTATES WS,A,2016/08/01 08:00:00+00,P,MONTEREY,25,NC,2017/10/20 08:00:00+00,2016/08/11 08:00:00+00,2019/06/20 08:00:00+00,53,CA,CARMEL VALLEY,,PO BOX 999,93924,2,17328,,LPA57 - MONTEREY COUNTY,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:59+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,0.000190736349360312,0.0663707221024432,
7996,14215,c9c74688-e89e-4828-89ce-b9ea95189831,2015/08/18 08:00:00+00,1970/01/01 00:00:00+00,2015/08/18 08:00:00+00,1970/01/01 00:00:00+00,1,1,Created from user-digitized polygon.,0,2018/01/19 08:00:00+00, ,CA0310021,AWA - CAMANCHE VILLAGE,A,1976/01/01 08:00:00+00,L,AMADOR,2384,C,2019/05/07 08:00:00+00,2017/12/14 08:00:00+00,2019/06/20 08:00:00+00,5,CA,SUTTER CREEK,,12800 Ridge Rd.,95685,728,73,,DISTRICT 10 - STOCKTON,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:59+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,0.00109509596268317,0.26073890333551,
7997,16135,8674147f-ddbc-43d7-9723-d327e87491ba,2016/10/25 08:00:00+00,1970/01/01 00:00:00+00,2016/10/25 08:00:00+00,1970/01/01 00:00:00+00,1,1,,0,2017/11/21 08:00:00+00, ,CA1510701,EDWARDS AFB - MAIN BASE,A,1976/01/01 08:00:00+00,F,KERN,18950,C,2019/06/03 08:00:00+00,2019/06/03 08:00:00+00,2019/06/20 08:00:00+00,29,CA,EDWARDS AFB,412 CES/CEOIU,"225 N. ROSAMOND BLVD, Bldg 3500",93524,1058,82,,DISTRICT 19 - TEHACHAPI,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:59+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,0.00443673099939886,0.357074683771044,
7998,16185,433505ed-f1ba-42b0-bcbe-59d901c80137,2016/07/18 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,,0,1970/01/01 00:00:00+00,,CA3400107,RIVER'S EDGE MARINA & RESORT,A,2016/08/08 08:00:00+00,P,SACRAMENTO,150,C,2016/12/06 08:00:00+00,2016/12/06 08:00:00+00,2019/06/20 08:00:00+00,67,CA,WALNUT CREEK,,PO BOX 31114,94598,85,17322,,LPA64 - SACRAMENTO COUNTY,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:59+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,2.5910459897e-06,0.00710555824190289,
7999,14621,8597d499-8d0d-4295-8601-84d935fbc7d4,2015/08/10 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,Created from user-digitized polygon.,0,1970/01/01 00:00:00+00,,CA4900934,SONOMA WINE SHOP,A,1996/02/17 08:00:00+00,P,SONOMA,25,NC,2017/08/15 08:00:00+00,2015/01/09 08:00:00+00,2019/06/20 08:00:00+00,97,CA,SEBASTOPOL,,4875 Turner Road,95472,1,81,,DISTRICT 18 - SONOMA,Verified,J. Oakley,District / LPA staff member,2019/09/02 08:00:00+00,2020/01/03 03:27:21+00,,1970/01/01 00:00:00+00,WBGIS,2020/05/13 21:47:06+00,3.38362790595e-07,0.00263549286735508,
8000,16186,f600ccf7-3e8e-446a-a21f-9bd1d74a6bac,2016/11/28 08:00:00+00,1970/01/01 00:00:00+00,2016/11/28 08:00:00+00,1970/01/01 00:00:00+00,1,1,,0,1970/01/01 00:00:00+00,,CA3400397,LAGUNA VILLAGE RV PARK,A,2016/08/08 08:00:00+00,P,SACRAMENTO,32,C,2017/08/31 08:00:00+00,2016/08/11 08:00:00+00,2019/06/20 08:00:00+00,67,CA,ELK GROVE,,8686 W STOCKTON BLVD,95758,28,17322,,LPA64 - SACRAMENTO COUNTY,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:59+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,5.281764097945e-07,0.00329440945992571,
8001,12867,3918617c-949b-4bd5-8378-4e596790c08e,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,ICE downloaded from CaSIL Private Water Districts (2009) and linked to PICME pwsid,0,2018/01/21 08:00:00+00, ,CA4210002,LOS ALAMOS COMMUNITY SERVICES DISTRICT,A,1980/03/31 08:00:00+00,L,SANTA BARBARA,1800,C,2019/03/01 08:00:00+00,2018/06/04 08:00:00+00,2019/06/20 08:00:00+00,83,CA,LOS ALAMOS,,PO BOX 675,93440,609,69,,DISTRICT 06 - SANTA BARBARA,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:59+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,0.0001576661796545,0.0732619094738712,
8002,15976,38d63bf1-2d17-4316-a6f9-eb3aace1abf7,2013/02/20 08:00:00+00,1970/01/01 00:00:00+00,2013/02/20 08:00:00+00,1970/01/01 00:00:00+00,1,1,"Uploaded JurupaCSDnew.shp; modified by LAFCO 2011",0,2018/01/22 08:00:00+00, ,CA3310021,JURUPA COMMUNITY SD,A,1976/01/01 08:00:00+00,L,RIVERSIDE,132916,C,2019/06/07 08:00:00+00,2018/10/05 08:00:00+00,2019/06/20 08:00:00+00,65,CA,RIVERSIDE,5th Floor,3750 University Ave,92501,32618,83,,DISTRICT 20 - RIVERSIDE,Pending,A. Nguyen,Representative,1970/01/01 00:00:00+00,2019/12/21 08:06:00+00,,1970/01/01 00:00:00+00,DDW_SALT_Editor,2020/05/21 21:39:03+00,0.010208945850385,0.726875045602194,
8003,13304,10efaeea-9fda-448d-8013-a8c47fa4ee48,2011/09/04 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,Batch import from http://www.ehib.org/tools/_69/_123/monterey/LPA_Service_Area_Monterey_County.shp.,0,1970/01/01 00:00:00+00,,CA2702198,FOOTHILL ESTATES WS,A,2016/08/01 08:00:00+00,P,MONTEREY,183,C,2018/12/07 08:00:00+00,2016/08/11 08:00:00+00,2019/06/20 08:00:00+00,53,CA,SALINAS,,254 COMMISSION ST,93901,61,17328,,LPA57 - MONTEREY COUNTY,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:06:00+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,4.007681642045e-07,0.00270159044553042,
8004,13391,fe0f08ff-ac98-4305-a9f4-607bb3b0d6bb,2015/07/20 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,Created from user-digitized polygon.,0,1970/01/01 00:00:00+00,,CA4901275,CORNERSTONE SONOMA,A,1976/01/01 08:00:00+00,P,SONOMA,29,NC,2016/06/15 08:00:00+00,2016/06/15 08:00:00+00,2019/06/20 08:00:00+00,97,CA,SONOMA,,23570 Highway 121,95476,6,81,,DISTRICT 18 - SONOMA,Verified,J. Oakley,District / LPA staff member,2019/09/02 08:00:00+00,2020/01/03 03:27:21+00,,1970/01/01 00:00:00+00,WBGIS,2020/05/13 21:47:06+00,3.6115608748e-06,0.00758444208340402,
8005,14448,6f132791-7986-44b9-83d7-ad6c247ff6d7,2012/02/17 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,Created from user-digitized polygon.,0,1970/01/01 00:00:00+00,,CA2010011,MADERA CO SA1-INDIAN LAKES,A,1976/01/01 08:00:00+00,L,MADERA,1562,C,2017/04/25 08:00:00+00,2018/10/22 08:00:00+00,2019/06/20 08:00:00+00,39,CA,MADERA,,"200 WEST 4TH ST., THIRD FLOOR",93637,473,74,,DISTRICT 11 - MERCED,Verified,P. Toler,Water System representative,1970/01/01 00:00:00+00,2019/12/21 08:06:00+00,,1970/01/01 00:00:00+00,WBGIS,2020/05/14 20:12:35+00,0.000294469782738079,0.0733740107915164,
8006,14036,e4115525-55cf-4279-86e7-c9dad582fab6,2014/10/29 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,Created from user-digitized polygon. Drawn by ICE/KT,0,1970/01/01 00:00:00+00,,CA1300579,MCCABE UNION SCHOOL,A,2015/08/04 08:00:00+00,L,IMPERIAL,1350,NTNC,2018/11/29 08:00:00+00,2017/04/11 08:00:00+00,2019/06/20 08:00:00+00,25,CA,HOLTVILLE,,121 W. 5TH ST.,92250,1,17344,,LPA43 - IMPERIAL COUNTY,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:06:00+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,1.5483933375535e-05,0.017227771816311,
8007,14849,c46ef1e2-9af4-49fb-aeb8-1c436a5d9d20,2013/05/24 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,Created from user-digitized polygon.,0,1970/01/01 00:00:00+00,,CA1503093,GRIMMWAY ENTERPRISES-MALAGA WATER SYSTEM,A,1976/01/01 08:00:00+00,P,KERN,1200,NTNC,2018/04/10 08:00:00+00,2016/09/23 08:00:00+00,2019/06/20 08:00:00+00,29,CA,BAKERSFIELD,,P.O. BOX 81498,93380,39,82,,DISTRICT 19 - TEHACHAPI,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:06:00+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,6.57044742835e-05,0.0325916924890044,
8008,16349,af3e7de3-e2c1-46d3-9cf9-1ba19ac3b4a9,2016/12/12 08:00:00+00,1970/01/01 00:00:00+00,2016/12/12 08:00:00+00,1970/01/01 00:00:00+00,1,1,,0,1970/01/01 00:00:00+00,,CA5602111,NYELAND ACRES MUTUAL WATER CO,A,1979/03/22 08:00:00+00,P,VENTURA,2000,C,2019/03/26 08:00:00+00,2015/01/09 08:00:00+00,2019/06/20 08:00:00+00,111,CA,OXNARD,,P.O. Box 5605,93031,183,69,,DISTRICT 06 - SANTA BARBARA,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:06:00+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,0.000871389795677925,0.202348231327875,
8009,14587,ff2175d1-05c3-43fc-a2d6-f7d66e7c9dae,2015/12/30 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,,0,1970/01/01 00:00:00+00,,CA4901025,JOHNSON'S BEACH RESORT,A,1984/07/13 08:00:00+00,P,SONOMA,200,NC,2019/05/16 08:00:00+00,2016/05/04 08:00:00+00,2019/06/20 08:00:00+00,97,CA,GUERNEVILLE,,PO Box 386,95446,6,81,,DISTRICT 18 - SONOMA,Verified,J. Oakley,District / LPA staff member,2019/09/02 08:00:00+00,2020/01/03 03:27:21+00,,1970/01/01 00:00:00+00,WBGIS,2020/05/13 21:47:07+00,4.461342133015e-06,0.0093066462363037,
